year,id,ext,den,cal,Reef
1944,RIB01A,2.3110,1.1980,2.7680,RIB
1945,RIB01A,1.4220,1.2090,1.7200,RIB
1946,RIB01A,1.4095,1.2260,1.7280,RIB
1947,RIB01A,1.3970,1.1940,1.6680,RIB
1948,RIB01A,1.7270,1.2200,2.1070,RIB
1949,RIB01A,2.2100,1.2220,2.7000,RIB
1950,RIB01A,1.0160,1.2270,1.2470,RIB
1951,RIB01A,0.8890,1.2190,1.0840,RIB
1952,RIB01A,1.6385,1.2510,2.0740,RIB
1953,RIB01A,2.0133,1.2670,2.5690,RIB
1954,RIB01A,2.3880,1.2830,3.0640,RIB
1955,RIB01A,2.6420,1.2800,3.3810,RIB
1956,RIB01A,1.7020,1.2400,2.1110,RIB
1957,RIB01A,1.7780,1.2740,2.2660,RIB
1958,RIB01A,1.6510,1.3070,2.1580,RIB
1959,RIB01A,1.5490,1.3310,2.0620,RIB
1960,RIB01A,1.6760,1.2840,2.1520,RIB
1961,RIB01A,1.8030,1.1840,2.1360,RIB
1962,RIB01A,0.8130,1.1390,0.9260,RIB
1963,RIB01A,1.2190,1.1550,1.4080,RIB
1964,RIB01A,0.7110,1.1420,0.8120,RIB
1965,RIB01A,1.9300,1.1850,2.2880,RIB
1966,RIB01A,1.9300,1.2570,2.4270,RIB
1967,RIB01A,1.5490,1.2540,1.9440,RIB
1968,RIB01A,1.8290,1.2590,2.3030,RIB
1969,RIB01A,1.7530,1.2560,2.2010,RIB
1970,RIB01A,1.7020,1.2420,2.1140,RIB
1971,RIB01A,0.9400,1.2030,1.1310,RIB
1972,RIB01A,2.0070,1.1910,2.3900,RIB
1973,RIB01A,2.7690,1.2030,3.3300,RIB
1974,RIB01A,1.3970,1.1530,1.6110,RIB
1975,RIB01A,2.0070,1.2460,2.4990,RIB
1976,RIB01A,1.7530,1.2500,2.1900,RIB
1977,RIB01A,1.8540,1.2090,2.2420,RIB
1978,RIB01A,1.7780,1.2060,2.1440,RIB
1979,RIB01A,1.6510,1.2100,1.9980,RIB
1980,RIB01A,1.7530,1.1890,2.0830,RIB
1981,RIB01A,1.7530,1.1770,2.0630,RIB
1982,RIB01A,1.4220,1.2150,1.7280,RIB
1983,RIB01A,1.5490,1.1630,1.8030,RIB
1860,RIB02A,1.9300,1.3950,2.6920,RIB
1861,RIB02A,2.0320,1.3650,2.7730,RIB
1862,RIB02A,0.6350,1.3200,0.8380,RIB
1863,RIB02A,1.3460,1.3980,1.8820,RIB
1864,RIB02A,0.8380,1.2710,1.0660,RIB
1865,RIB02A,0.7620,1.2400,0.9450,RIB
1866,RIB02A,1.0160,1.3010,1.3220,RIB
1867,RIB02A,1.5240,1.4140,2.1550,RIB
1868,RIB02A,0.6600,1.3200,0.8710,RIB
1869,RIB02A,1.2190,1.2630,1.5400,RIB
1870,RIB02A,1.1940,1.1920,1.4240,RIB
1871,RIB02A,1.1680,1.2030,1.4050,RIB
1872,RIB02A,1.2450,1.1480,1.4290,RIB
1873,RIB02A,1.2190,1.1850,1.4440,RIB
1874,RIB02A,1.2190,1.2570,1.5330,RIB
1875,RIB02A,1.6510,1.2985,2.1615,RIB
1876,RIB02A,1.8670,1.3193,2.4758,RIB
1877,RIB02A,1.9750,1.3296,2.6329,RIB
1878,RIB02A,2.0290,1.3348,2.7114,RIB
1879,RIB02A,2.0830,1.3400,2.7900,RIB
1880,RIB02A,2.0570,1.2720,2.6170,RIB
1881,RIB02A,1.1430,1.2730,1.4550,RIB
1882,RIB02A,1.4990,1.2840,1.9240,RIB
1883,RIB02A,1.4730,1.2840,1.8910,RIB
1884,RIB02A,1.3720,1.2740,1.7470,RIB
1885,RIB02A,1.4480,1.3190,1.9090,RIB
1886,RIB02A,1.3460,1.3050,1.7560,RIB
1887,RIB02A,1.5750,1.3310,2.0970,RIB
1888,RIB02A,1.8800,1.3130,2.4680,RIB
1889,RIB02A,1.2700,1.2520,1.5900,RIB
1890,RIB02A,1.6383,1.2510,2.0495,RIB
1891,RIB02A,2.0065,1.3160,2.6406,RIB
1892,RIB02A,1.7020,1.3890,2.3630,RIB
1893,RIB02A,1.5370,1.1190,1.7199,RIB
1894,RIB02A,1.3720,1.1470,1.5740,RIB
1895,RIB02A,2.5150,1.2410,3.1210,RIB
1896,RIB02A,0.9650,1.2710,1.2270,RIB
1897,RIB02A,1.4730,1.1130,1.6390,RIB
1898,RIB02A,0.8130,1.0770,0.8750,RIB
1899,RIB02A,2.1590,1.2190,2.6320,RIB
1900,RIB02A,2.1080,1.2680,2.6740,RIB
1901,RIB02A,1.0160,1.2800,1.3000,RIB
1902,RIB02A,1.5240,1.2870,1.9620,RIB
1903,RIB02A,0.7110,1.2370,0.8790,RIB
1904,RIB02A,2.1080,1.2580,2.6530,RIB
1905,RIB02A,0.9910,1.2090,1.1980,RIB
1906,RIB02A,1.6760,1.2630,2.1180,RIB
1907,RIB02A,1.8290,1.3010,2.3790,RIB
1908,RIB02A,0.6350,1.2680,0.8050,RIB
1909,RIB02A,1.8030,1.2130,2.1870,RIB
1910,RIB02A,1.2190,1.2060,1.4710,RIB
1911,RIB02A,1.4990,1.1800,1.7680,RIB
1912,RIB02A,1.7020,1.1360,1.9340,RIB
1913,RIB02A,1.2700,1.1860,1.5070,RIB
1914,RIB02A,1.0160,1.2680,1.2880,RIB
1915,RIB02A,2.7690,1.2670,3.5070,RIB
1916,RIB02A,1.3970,1.1010,1.5380,RIB
1917,RIB02A,1.4730,1.1080,1.6330,RIB
1918,RIB02A,1.6130,1.1650,1.8791,RIB
1919,RIB02A,1.7530,1.0670,1.8700,RIB
1920,RIB02A,2.1590,1.1460,2.4730,RIB
1921,RIB02A,2.2225,1.2180,2.7070,RIB
1922,RIB02A,2.2860,1.2640,2.8900,RIB
1923,RIB02A,1.3720,1.2570,1.7240,RIB
1924,RIB02A,1.5750,1.2940,2.0380,RIB
1925,RIB02A,2.1590,1.3360,2.8840,RIB
1926,RIB02A,2.4640,1.3260,3.2660,RIB
1927,RIB02A,2.6920,1.2500,3.3650,RIB
1928,RIB02A,0.9650,1.1340,1.0950,RIB
1929,RIB02A,1.7270,1.1780,2.0350,RIB
1930,RIB02A,2.4130,1.1840,2.8580,RIB
1931,RIB02A,2.0070,1.2040,2.4160,RIB
1932,RIB02A,1.7020,1.1860,2.0180,RIB
1933,RIB02A,0.8890,1.1960,1.0630,RIB
1934,RIB02A,1.8800,1.2280,2.3080,RIB
1935,RIB02A,2.4640,1.2860,3.1690,RIB
1936,RIB02A,1.5750,1.2540,1.9750,RIB
1937,RIB02A,2.0070,1.2290,2.4660,RIB
1938,RIB02A,1.1940,1.2740,1.5210,RIB
1939,RIB02A,1.9300,1.2740,2.4600,RIB
1940,RIB02A,2.0320,1.2730,2.5860,RIB
1941,RIB02A,1.7020,1.2540,2.1340,RIB
1942,RIB02A,1.6760,1.2480,2.0920,RIB
1943,RIB02A,1.4480,1.2180,1.7630,RIB
1944,RIB02A,2.0570,1.2120,2.4940,RIB
1945,RIB02A,1.5750,1.2590,1.9820,RIB
1946,RIB02A,2.7180,1.2760,3.4690,RIB
1947,RIB02A,1.2190,1.2010,1.4650,RIB
1948,RIB02A,1.7020,1.2240,2.0830,RIB
1949,RIB02A,1.7270,1.1900,2.0550,RIB
1950,RIB02A,0.9140,1.1940,1.0920,RIB
1951,RIB02A,1.1180,1.2050,1.3470,RIB
1952,RIB02A,1.9050,1.2280,2.3400,RIB
1953,RIB02A,1.0670,1.3010,1.3880,RIB
1954,RIB02A,1.8800,1.2810,2.4070,RIB
1955,RIB02A,1.8290,1.2510,2.2880,RIB
1956,RIB02A,1.7530,1.1740,2.0580,RIB
1957,RIB02A,2.4890,1.2490,3.1100,RIB
1958,RIB02A,1.1180,1.1910,1.3310,RIB
1959,RIB02A,2.3370,1.2090,2.8250,RIB
1960,RIB02A,2.2610,1.2210,2.7590,RIB
1961,RIB02A,1.4730,1.2600,1.8560,RIB
1962,RIB02A,2.3110,1.2050,2.7840,RIB
1963,RIB02A,2.3620,1.2040,2.8450,RIB
1964,RIB02A,1.3970,1.1610,1.6220,RIB
1965,RIB02A,2.5400,1.1760,2.9880,RIB
1966,RIB02A,1.4220,1.1340,1.6140,RIB
1967,RIB02A,1.7020,1.1360,1.9320,RIB
1968,RIB02A,1.4225,1.1505,1.6320,RIB
1969,RIB02A,1.1430,1.1650,1.3320,RIB
1970,RIB02A,1.9810,1.2160,2.4100,RIB
1971,RIB02A,1.0160,1.1750,1.1940,RIB
1972,RIB02A,1.1430,1.1760,1.3450,RIB
1973,RIB02A,2.3110,1.2040,2.7820,RIB
1974,RIB02A,1.4220,1.1860,1.6880,RIB
1975,RIB02A,2.2860,1.1360,2.5970,RIB
1976,RIB02A,1.7530,1.0220,1.7910,RIB
1977,RIB02A,1.6760,0.9960,1.6690,RIB
1978,RIB02A,2.4130,1.0490,2.5320,RIB
1979,RIB02A,3.0480,1.1570,3.5260,RIB
1980,RIB02A,2.0320,1.1910,2.4190,RIB
1981,RIB02A,1.7020,1.0970,1.8670,RIB
1982,RIB02A,1.5750,1.1000,1.7320,RIB
1983,RIB02A,2.0320,1.0870,2.2090,RIB
1984,RIB02A,1.9810,1.0960,2.1720,RIB
1985,RIB02A,1.9810,1.1330,2.2440,RIB
1986,RIB02A,2.2350,1.2930,2.8890,RIB
1987,RIB02A,1.4480,1.3110,1.8980,RIB
1988,RIB02A,2.2350,1.3230,2.9570,RIB
1989,RIB02A,2.1080,1.2830,2.7060,RIB
1990,RIB02A,2.1840,1.2070,2.6360,RIB
1991,RIB02A,0.9910,1.1830,1.1720,RIB
1992,RIB02A,2.6160,1.2010,3.1420,RIB
1993,RIB02A,1.9810,1.1620,2.3010,RIB
1994,RIB02A,2.0570,1.1470,2.3600,RIB
1995,RIB02A,2.0830,1.0960,2.2830,RIB
1996,RIB02A,2.0570,1.1340,2.3330,RIB
1997,RIB02A,1.9050,1.1380,2.1690,RIB
1998,RIB02A,2.0070,1.1810,2.3700,RIB
1999,RIB02A,1.9560,1.1110,2.1720,RIB
2000,RIB02A,1.7530,1.1280,1.9760,RIB
1846,RIB02B,0.8890,1.4440,1.2840,RIB
1847,RIB02B,0.7870,1.4790,1.1650,RIB
1848,RIB02B,0.6600,1.3090,0.8640,RIB
1849,RIB02B,2.1080,1.2710,2.6800,RIB
1850,RIB02B,1.1180,1.3610,1.5210,RIB
1851,RIB02B,1.6260,1.2420,2.0200,RIB
1852,RIB02B,1.3970,1.2330,1.7220,RIB
1853,RIB02B,1.1680,1.3400,1.5660,RIB
1854,RIB02B,1.1430,1.3710,1.5670,RIB
1855,RIB02B,0.8640,1.3160,1.1360,RIB
1856,RIB02B,1.6510,1.2880,2.1260,RIB
1857,RIB02B,0.8890,1.1130,0.9890,RIB
1858,RIB02B,1.4480,1.2240,1.7720,RIB
1859,RIB02B,1.4220,1.2270,1.7450,RIB
1860,RIB02B,2.1340,1.2600,2.6890,RIB
1861,RIB02B,1.9810,1.3480,2.6700,RIB
1862,RIB02B,1.8800,1.4060,2.6430,RIB
1863,RIB02B,2.0320,1.3420,2.7270,RIB
1864,RIB02B,1.0410,1.3300,1.3850,RIB
1865,RIB02B,2.0570,1.3030,2.6810,RIB
1866,RIB02B,1.0920,1.3820,1.5090,RIB
1867,RIB02B,1.7530,1.3640,2.3910,RIB
1868,RIB02B,1.6510,1.1560,1.9090,RIB
1869,RIB02B,1.0410,1.0490,1.0920,RIB
1870,RIB02B,1.1940,1.1720,1.4000,RIB
1871,RIB02B,0.8890,1.3370,1.1880,RIB
1872,RIB02B,0.9650,1.3410,1.2940,RIB
1873,RIB02B,1.2450,1.3180,1.6400,RIB
1874,RIB02B,2.8190,1.3240,3.7330,RIB
1875,RIB02B,2.0190,1.2750,2.6140,RIB
1876,RIB02B,1.2190,1.2260,1.4950,RIB
1877,RIB02B,2.0830,1.3060,2.7210,RIB
1878,RIB02B,2.9210,1.3280,3.8800,RIB
1879,RIB02B,0.6860,1.1930,0.8180,RIB
1880,RIB02B,2.8190,1.3700,3.8630,RIB
1881,RIB02B,1.0920,1.3440,1.4680,RIB
1882,RIB02B,1.1680,1.3080,1.5280,RIB
1883,RIB02B,0.5080,1.2750,0.6480,RIB
1884,RIB02B,1.4220,1.2540,1.7840,RIB
1885,RIB02B,1.8540,1.2090,2.2430,RIB
1886,RIB02B,2.0890,1.2890,2.6927,RIB
1887,RIB02B,2.3240,1.2400,2.8818,RIB
1888,RIB02B,1.5490,1.2320,1.9090,RIB
1889,RIB02B,1.3460,1.2010,1.6160,RIB
1890,RIB02B,1.1810,1.2720,1.5022,RIB
1891,RIB02B,1.0160,1.2270,1.2470,RIB
1892,RIB02B,1.3720,1.1760,1.6130,RIB
1893,RIB02B,1.8800,1.1940,2.2440,RIB
1894,RIB02B,1.4220,1.1630,1.6540,RIB
1895,RIB02B,1.6260,1.0730,1.7450,RIB
1896,RIB02B,1.3210,1.1250,1.4860,RIB
1897,RIB02B,1.7270,1.0470,1.8080,RIB
1898,RIB02B,1.4990,1.0390,1.5570,RIB
1899,RIB02B,1.5750,1.0850,1.7090,RIB
1900,RIB02B,1.6760,1.1980,2.0080,RIB
1901,RIB02B,1.8800,1.2490,2.3480,RIB
1902,RIB02B,0.7870,1.1600,0.9140,RIB
1903,RIB02B,1.1430,1.1740,1.3420,RIB
1904,RIB02B,1.4480,1.1020,1.5950,RIB
1905,RIB02B,1.6760,1.0360,1.7370,RIB
1906,RIB02B,1.4480,1.0120,1.4650,RIB
1907,RIB02B,1.5240,0.9540,1.4550,RIB
1908,RIB02B,2.7430,1.1910,3.2670,RIB
1909,RIB02B,0.9400,1.2670,1.1910,RIB
1910,RIB02B,1.8540,1.2440,2.3060,RIB
1911,RIB02B,1.9810,1.2090,2.3940,RIB
1912,RIB02B,0.6600,1.1750,0.7760,RIB
1913,RIB02B,0.9910,1.2080,1.1970,RIB
1914,RIB02B,1.6000,1.2290,1.9660,RIB
1915,RIB02B,2.2610,1.2080,2.7310,RIB
1916,RIB02B,2.1080,1.2270,2.5870,RIB
1917,RIB02B,2.2225,1.2440,2.7648,RIB
1918,RIB02B,2.3370,1.1270,2.6338,RIB
1919,RIB02B,2.2350,1.1370,2.5410,RIB
1920,RIB02B,1.4220,1.0990,1.5630,RIB
1921,RIB02B,2.2100,1.1270,2.4910,RIB
1922,RIB02B,1.8800,1.2520,2.3530,RIB
1923,RIB02B,2.1840,1.3030,2.8470,RIB
1924,RIB02B,1.8030,1.2880,2.3230,RIB
1925,RIB02B,2.4130,1.2730,3.0730,RIB
1926,RIB02B,1.6760,1.2230,2.0500,RIB
1927,RIB02B,1.8540,1.1900,2.2060,RIB
1928,RIB02B,1.7530,1.1900,2.0860,RIB
1929,RIB02B,1.9050,1.1530,2.1970,RIB
1930,RIB02B,1.9560,1.1460,2.2410,RIB
1931,RIB02B,2.6670,1.1430,3.0470,RIB
1932,RIB02B,1.9050,1.1950,2.2770,RIB
1933,RIB02B,1.7270,1.1640,2.0100,RIB
1934,RIB02B,1.7270,1.1850,2.0470,RIB
1935,RIB02B,1.5240,1.1350,1.7300,RIB
1936,RIB02B,1.0410,1.0360,1.0790,RIB
1937,RIB02B,2.2100,0.9800,2.1660,RIB
1938,RIB02B,2.9210,1.1380,3.3230,RIB
1939,RIB02B,2.0955,1.1420,2.3890,RIB
1940,RIB02B,1.2700,1.1460,1.4550,RIB
1941,RIB02B,2.3880,1.2190,2.9110,RIB
1942,RIB02B,2.7180,1.2430,3.3770,RIB
1943,RIB02B,1.4480,1.2410,1.7970,RIB
1944,RIB02B,2.5910,1.2060,3.1240,RIB
1945,RIB02B,1.7530,1.1950,2.0940,RIB
1946,RIB02B,1.7020,1.1730,1.9970,RIB
1947,RIB02B,1.8540,1.1160,2.0680,RIB
1948,RIB02B,0.5840,1.1340,0.6630,RIB
1949,RIB02B,2.7940,1.1990,3.3510,RIB
1950,RIB02B,1.0160,1.1690,1.1880,RIB
1951,RIB02B,2.0320,1.1730,2.3830,RIB
1952,RIB02B,1.6510,1.1620,1.9190,RIB
1953,RIB02B,1.7020,1.1700,1.9920,RIB
1954,RIB02B,1.5240,1.1340,1.7290,RIB
1955,RIB02B,2.4890,1.1630,2.8960,RIB
1956,RIB02B,1.4730,1.1730,1.7280,RIB
1957,RIB02B,2.2860,1.2000,2.7420,RIB
1958,RIB02B,1.2700,1.2150,1.5430,RIB
1959,RIB02B,2.3620,1.2220,2.8880,RIB
1960,RIB02B,1.6260,1.1580,1.8830,RIB
1961,RIB02B,2.2860,1.2040,2.7530,RIB
1962,RIB02B,2.0570,1.1590,2.3850,RIB
1963,RIB02B,1.8540,1.1210,2.0780,RIB
1964,RIB02B,2.7690,1.1580,3.2060,RIB
1965,RIB02B,1.6760,1.1590,1.9430,RIB
1966,RIB02B,1.4480,1.1600,1.6790,RIB
1967,RIB02B,1.6510,1.1590,1.9130,RIB
1968,RIB02B,2.5910,1.1650,3.0170,RIB
1969,RIB02B,0.8890,1.1580,1.0300,RIB
1970,RIB02B,1.3210,1.0940,1.4175,RIB
1971,RIB02B,1.7530,1.0300,1.8050,RIB
1972,RIB02B,1.6760,0.9990,1.6760,RIB
1973,RIB02B,2.2350,1.1190,2.5010,RIB
1974,RIB02B,2.3110,1.1470,2.6510,RIB
1975,RIB02B,1.9560,1.1540,2.2580,RIB
1976,RIB02B,2.9720,1.0460,3.1080,RIB
1977,RIB02B,1.0410,0.9330,0.9710,RIB
1978,RIB02B,1.9300,0.9350,1.8040,RIB
1979,RIB02B,1.2950,0.8680,1.1250,RIB
1980,RIB02B,2.1590,0.9030,1.9500,RIB
1981,RIB02B,2.5650,0.9450,2.4240,RIB
1982,RIB02B,1.8540,0.9860,1.8280,RIB
1983,RIB02B,2.3370,0.9980,2.3310,RIB
1984,RIB02B,2.6160,1.0200,2.6680,RIB
1985,RIB02B,2.0830,1.1300,2.3530,RIB
1986,RIB02B,1.9560,1.2120,2.3700,RIB
1987,RIB02B,2.0830,1.1820,2.4610,RIB
1988,RIB02B,1.7020,1.1580,1.9700,RIB
1989,RIB02B,1.4480,1.0880,1.5750,RIB
1990,RIB02B,1.7780,1.0500,1.8680,RIB
1991,RIB02B,2.0070,1.0290,2.0650,RIB
1992,RIB02B,2.3110,1.1100,2.5650,RIB
1993,RIB02B,2.2100,1.1020,2.4360,RIB
1994,RIB02B,2.6160,1.1380,2.9770,RIB
1995,RIB02B,2.3370,1.0630,2.4840,RIB
1996,RIB02B,1.9300,1.0440,2.0150,RIB
1997,RIB02B,2.1080,1.0630,2.2420,RIB
1998,RIB02B,2.0070,1.0690,2.1450,RIB
1999,RIB02B,2.1840,1.0540,2.3020,RIB
2000,RIB02B,2.0320,1.0220,2.0760,RIB
1909,RIB03A,1.3970,1.3780,1.9260,RIB
1910,RIB03A,1.0920,1.3470,1.4710,RIB
1911,RIB03A,2.9970,1.2480,3.7390,RIB
1912,RIB03A,0.9650,1.1450,1.1050,RIB
1913,RIB03A,2.6420,1.2540,3.3110,RIB
1914,RIB03A,2.2610,1.2630,2.8560,RIB
1915,RIB03A,2.5213,1.1970,3.0180,RIB
1916,RIB03A,2.7815,1.0940,3.0430,RIB
1917,RIB03A,2.7430,1.1630,3.1900,RIB
1918,RIB03A,1.7780,1.2140,2.1590,RIB
1919,RIB03A,0.8130,1.2060,0.9810,RIB
1920,RIB03A,0.5590,1.1930,0.6660,RIB
1921,RIB03A,1.7530,1.1980,2.1000,RIB
1922,RIB03A,1.6000,1.1640,1.8630,RIB
1923,RIB03A,1.3720,1.0940,1.5010,RIB
1924,RIB03A,2.2100,1.1380,2.5150,RIB
1925,RIB03A,0.8890,1.1600,1.0320,RIB
1926,RIB03A,1.0920,1.1280,1.2320,RIB
1927,RIB03A,1.2950,1.0970,1.4210,RIB
1928,RIB03A,0.5590,1.0410,0.5820,RIB
1929,RIB03A,0.9910,1.1020,1.0910,RIB
1930,RIB03A,0.6860,1.0940,0.7500,RIB
1931,RIB03A,1.6000,1.1020,1.7630,RIB
1932,RIB03A,2.0570,1.1500,2.3660,RIB
1933,RIB03A,1.4220,1.1200,1.6120,RIB
1934,RIB03A,1.1045,1.1050,1.2350,RIB
1935,RIB03A,0.9458,1.0975,1.0465,RIB
1936,RIB03A,0.8664,1.0938,0.9523,RIB
1937,RIB03A,0.8267,1.0919,0.9051,RIB
1938,RIB03A,0.7870,1.0900,0.8580,RIB
1939,RIB03A,1.8540,1.0990,2.0380,RIB
1940,RIB03A,2.2350,1.2100,2.7050,RIB
1941,RIB03A,1.2190,1.2220,1.4890,RIB
1942,RIB03A,1.7020,1.1840,2.0150,RIB
1943,RIB03A,2.1590,1.2220,2.6390,RIB
1944,RIB03A,2.9720,1.2080,3.5900,RIB
1945,RIB03A,2.8700,1.3160,3.7760,RIB
1946,RIB03A,1.5490,1.3550,2.1000,RIB
1947,RIB03A,2.4640,1.3190,3.2500,RIB
1948,RIB03A,0.6860,1.2650,0.8670,RIB
1949,RIB03A,2.2100,1.2540,2.7720,RIB
1950,RIB03A,1.6000,1.2580,2.0130,RIB
1951,RIB03A,1.9560,1.2170,2.3790,RIB
1952,RIB03A,1.0160,1.2100,1.2290,RIB
1953,RIB03A,2.4130,1.1930,2.8780,RIB
1954,RIB03A,1.6000,1.2330,1.9720,RIB
1955,RIB03A,2.0320,1.2230,2.4850,RIB
1956,RIB03A,2.8190,1.2070,3.4020,RIB
1957,RIB03A,1.6510,1.2260,2.0240,RIB
1958,RIB03A,2.3620,1.2410,2.9310,RIB
1959,RIB03A,2.5655,1.3290,3.4095,RIB
1960,RIB03A,2.7690,1.3260,3.6720,RIB
1961,RIB03A,1.5240,1.3250,2.0200,RIB
1962,RIB03A,1.2950,1.3720,1.7780,RIB
1963,RIB03A,3.0230,1.2260,3.7060,RIB
1964,RIB03A,2.8960,1.1430,3.3110,RIB
1965,RIB03A,1.8290,1.1380,2.0800,RIB
1966,RIB03A,1.7530,1.1840,2.0750,RIB
1967,RIB03A,1.9300,1.2110,2.3370,RIB
1968,RIB03A,1.4730,1.1790,1.7370,RIB
1969,RIB03A,1.8800,1.1140,2.0940,RIB
1970,RIB03A,1.4220,1.1230,1.5980,RIB
1971,RIB03A,2.0320,1.1360,2.3090,RIB
1972,RIB03A,1.4990,1.1770,1.7640,RIB
1973,RIB03A,2.0570,1.1970,2.4620,RIB
1974,RIB03A,2.1340,1.1550,2.4640,RIB
1975,RIB03A,1.1680,1.1440,1.3370,RIB
1976,RIB03A,1.8800,1.1460,2.1550,RIB
1977,RIB03A,0.5330,1.0840,0.5780,RIB
1978,RIB03A,2.2350,1.1420,2.5520,RIB
1979,RIB03A,1.8540,1.1350,2.1050,RIB
1980,RIB03A,2.3880,1.1290,2.6950,RIB
1981,RIB03A,1.2950,1.1100,1.4380,RIB
1982,RIB03A,2.4640,1.1090,2.7320,RIB
1983,RIB03A,1.5750,1.0910,1.7180,RIB
1984,RIB03A,1.8800,1.0790,2.0290,RIB
1985,RIB03A,1.8540,1.1360,2.1070,RIB
1986,RIB03A,1.4480,1.1300,1.6360,RIB
1987,RIB03A,1.8540,1.1590,2.1490,RIB
1988,RIB03A,1.6000,1.1920,1.9080,RIB
1989,RIB03A,1.7270,1.1220,1.9390,RIB
1990,RIB03A,1.8030,1.0720,1.9330,RIB
1991,RIB03A,1.9300,1.0780,2.0820,RIB
1992,RIB03A,1.6510,1.1320,1.8690,RIB
1993,RIB03A,2.7690,1.1330,3.1370,RIB
1994,RIB03A,0.9140,1.1810,1.0790,RIB
1995,RIB03A,1.9300,1.2070,2.3300,RIB
1996,RIB03A,2.3880,1.1770,2.8110,RIB
1997,RIB03A,1.9050,1.2220,2.3280,RIB
1998,RIB03A,1.6510,1.2180,2.0110,RIB
1999,RIB03A,1.6510,1.2190,2.0120,RIB
2000,RIB03A,0.9910,1.1910,1.1800,RIB
1858,RIB03B,1.0920,1.0720,1.1710,RIB
1859,RIB03B,2.6670,1.0710,2.8560,RIB
1860,RIB03B,0.6350,1.0670,0.6770,RIB
1861,RIB03B,1.3970,1.1260,1.5730,RIB
1862,RIB03B,1.8800,1.1180,2.1020,RIB
1863,RIB03B,1.8540,1.1380,2.1110,RIB
1864,RIB03B,1.1430,1.1420,1.3060,RIB
1865,RIB03B,1.5365,1.1485,1.7675,RIB
1866,RIB03B,1.9300,1.1550,2.2290,RIB
1867,RIB03B,2.5150,1.1020,2.7720,RIB
1868,RIB03B,1.8030,1.0620,1.9150,RIB
1869,RIB03B,1.9810,1.0970,2.1730,RIB
1870,RIB03B,1.3970,1.1000,1.5370,RIB
1871,RIB03B,1.3210,1.0050,1.3280,RIB
1872,RIB03B,2.2350,1.0450,2.3370,RIB
1873,RIB03B,1.4480,1.0730,1.5540,RIB
1874,RIB03B,0.9140,1.0770,0.9850,RIB
1875,RIB03B,2.3880,1.0880,2.5980,RIB
1876,RIB03B,1.6760,1.0460,1.7530,RIB
1877,RIB03B,1.5750,1.0420,1.6410,RIB
1878,RIB03B,1.4990,1.0670,1.5990,RIB
1879,RIB03B,2.5400,1.1390,2.8940,RIB
1880,RIB03B,1.7530,1.0850,1.9020,RIB
1881,RIB03B,1.8165,1.1380,2.0672,RIB
1882,RIB03B,1.8800,1.0710,2.0130,RIB
1883,RIB03B,1.8290,1.1260,2.0600,RIB
1884,RIB03B,2.4300,1.1690,2.8407,RIB
1885,RIB03B,1.1680,1.0530,1.2310,RIB
1886,RIB03B,1.0670,1.0360,1.1050,RIB
1887,RIB03B,2.3620,1.0400,2.4560,RIB
1888,RIB03B,2.2100,1.0480,2.3150,RIB
1889,RIB03B,2.6670,1.1770,3.1380,RIB
1890,RIB03B,1.3720,1.1660,1.5990,RIB
1891,RIB03B,1.9560,1.2570,2.4587,RIB
1892,RIB03B,1.5240,1.3700,2.0880,RIB
1893,RIB03B,2.0830,1.2950,2.6970,RIB
1894,RIB03B,2.5650,1.2940,3.3210,RIB
1895,RIB03B,1.7270,1.2030,2.0770,RIB
1896,RIB03B,0.9910,1.2160,1.2050,RIB
1897,RIB03B,1.6760,1.3390,2.2450,RIB
1898,RIB03B,1.9050,1.3180,2.5100,RIB
1899,RIB03B,1.1680,1.1720,1.3700,RIB
1900,RIB03B,1.1180,1.1910,1.3310,RIB
1901,RIB03B,1.6260,1.3000,2.1130,RIB
1902,RIB03B,0.6100,1.2620,0.7700,RIB
1903,RIB03B,1.2450,1.2370,1.5400,RIB
1904,RIB03B,1.3970,1.1740,1.6401,RIB
1905,RIB03B,1.5490,1.2240,1.8960,RIB
1906,RIB03B,0.8890,1.2920,1.1480,RIB
1907,RIB03B,1.2450,1.3470,1.6770,RIB
1908,RIB03B,1.2190,1.3700,1.6710,RIB
1909,RIB03B,0.7620,1.2520,0.9540,RIB
1910,RIB03B,1.4220,1.1900,1.6930,RIB
1911,RIB03B,1.8290,1.2600,2.3040,RIB
1912,RIB03B,1.8290,1.1120,2.0350,RIB
1913,RIB03B,2.3710,1.1140,2.6413,RIB
1914,RIB03B,2.2610,1.2150,2.7470,RIB
1915,RIB03B,1.1180,1.1620,1.2990,RIB
1916,RIB03B,1.8710,1.1970,2.2396,RIB
1917,RIB03B,1.4220,1.2090,1.7190,RIB
1918,RIB03B,1.5490,1.2160,1.8840,RIB
1919,RIB03B,1.6000,1.2200,1.9530,RIB
1920,RIB03B,1.6510,1.2290,2.0300,RIB
1921,RIB03B,2.3370,1.1350,2.6530,RIB
1922,RIB03B,1.7270,1.2040,2.0790,RIB
1923,RIB03B,0.8130,1.1970,0.9730,RIB
1924,RIB03B,1.9560,1.1440,2.2380,RIB
1925,RIB03B,1.0670,1.0270,1.0950,RIB
1926,RIB03B,2.5150,1.1380,2.8610,RIB
1927,RIB03B,1.7020,1.1660,1.9840,RIB
1928,RIB03B,1.4480,1.1400,1.6510,RIB
