year,id,ext,den,cal,Reef
1909,HAV01A,1.0670,1.2150,1.2960,HAV
1910,HAV01A,0.9650,1.2400,1.1970,HAV
1911,HAV01A,1.1430,1.2470,1.4250,HAV
1912,HAV01A,1.2450,1.2130,1.5090,HAV
1913,HAV01A,1.4480,1.2120,1.7550,HAV
1914,HAV01A,0.9400,1.1810,1.1100,HAV
1915,HAV01A,1.1430,1.1920,1.3630,HAV
1916,HAV01A,1.0920,1.2130,1.3250,HAV
1917,HAV01A,0.9140,1.1580,1.0590,HAV
1918,HAV01A,0.9910,1.1840,1.1730,HAV
1919,HAV01A,0.9650,1.1900,1.1480,HAV
1920,HAV01A,0.8890,1.1830,1.0510,HAV
1921,HAV01A,0.8130,1.1690,0.9500,HAV
1922,HAV01A,0.8380,1.1590,0.9710,HAV
1923,HAV01A,1.0410,1.1840,1.2330,HAV
1924,HAV01A,1.1430,1.1710,1.3390,HAV
1925,HAV01A,0.9650,1.1600,1.1200,HAV
1926,HAV01A,1.0670,1.1740,1.2520,HAV
1927,HAV01A,1.0160,1.1700,1.1890,HAV
1928,HAV01A,0.9140,1.1670,1.0670,HAV
1929,HAV01A,0.6350,1.1960,0.7600,HAV
1930,HAV01A,1.0670,1.2340,1.3160,HAV
1931,HAV01A,1.2190,1.2290,1.4990,HAV
1932,HAV01A,1.3720,1.2030,1.6500,HAV
1933,HAV01A,0.9650,1.1770,1.1360,HAV
1934,HAV01A,1.3970,1.1790,1.6460,HAV
1935,HAV01A,1.1680,1.1900,1.3910,HAV
1936,HAV01A,0.9910,1.1940,1.1830,HAV
1937,HAV01A,0.8890,1.2120,1.0770,HAV
1938,HAV01A,1.5750,1.1690,1.8400,HAV
1939,HAV01A,1.6510,1.2290,2.0290,HAV
1940,HAV01A,1.1940,1.2680,1.5140,HAV
1941,HAV01A,1.0920,1.1940,1.3040,HAV
1942,HAV01A,1.6385,1.2000,1.9662,HAV
1943,HAV01A,1.5303,1.2140,1.8578,HAV
1944,HAV01A,1.4220,1.2160,1.7290,HAV
1945,HAV01A,1.3970,1.2060,1.6840,HAV
1946,HAV01A,1.4990,1.1880,1.7800,HAV
1947,HAV01A,1.5490,1.1460,1.7750,HAV
1948,HAV01A,1.9300,1.1440,2.2080,HAV
1949,HAV01A,0.9140,1.1640,1.0640,HAV
1950,HAV01A,1.2950,1.1940,1.5470,HAV
1951,HAV01A,0.9650,1.2080,1.1660,HAV
1952,HAV01A,1.1940,1.2480,1.4890,HAV
1953,HAV01A,1.1680,1.2680,1.4820,HAV
1954,HAV01A,1.3905,1.2330,1.7145,HAV
1955,HAV01A,1.6130,1.1880,1.9162,HAV
1956,HAV01A,1.6510,1.2420,2.0500,HAV
1957,HAV01A,1.5490,1.2630,1.9570,HAV
1958,HAV01A,1.8540,1.2440,2.3070,HAV
1959,HAV01A,1.4220,1.3020,1.8520,HAV
1960,HAV01A,1.5495,1.2520,1.9400,HAV
1961,HAV01A,1.5623,1.2890,2.0138,HAV
1962,HAV01A,1.5750,1.2240,1.9280,HAV
1963,HAV01A,0.9650,1.1740,1.1330,HAV
1964,HAV01A,0.8380,1.2410,1.0400,HAV
1965,HAV01A,1.3460,1.2760,1.7180,HAV
1966,HAV01A,1.3970,1.3160,1.8385,HAV
1967,HAV01A,1.3590,1.2780,1.7368,HAV
1968,HAV01A,1.3210,1.2440,1.6430,HAV
1969,HAV01A,1.3720,1.2550,1.7220,HAV
1970,HAV01A,1.1940,1.2560,1.5000,HAV
1971,HAV01A,1.4730,1.2540,1.8470,HAV
1972,HAV01A,1.1680,1.2810,1.4970,HAV
1973,HAV01A,1.0160,1.2970,1.3180,HAV
1974,HAV01A,1.6510,1.2920,2.1330,HAV
1975,HAV01A,0.8130,1.2640,1.0280,HAV
1976,HAV01A,1.4730,1.2520,1.8440,HAV
1977,HAV01A,0.7870,1.2550,0.9880,HAV
1978,HAV01A,1.0920,1.2410,1.3550,HAV
1979,HAV01A,1.3210,1.2790,1.6890,HAV
1980,HAV01A,1.2190,1.2240,1.4920,HAV
1981,HAV01A,0.8130,1.2300,1.0000,HAV
1982,HAV01A,1.2190,1.2080,1.4730,HAV
1983,HAV01A,1.7357,1.2660,2.1974,HAV
1984,HAV01A,1.8800,1.2310,2.3130,HAV
1985,HAV01A,0.8640,1.2200,1.0530,HAV
1986,HAV01A,1.1680,1.1970,1.3990,HAV
1987,HAV01A,1.4480,1.2060,1.7470,HAV
1984,HAYB01,1.5750,1.5150,2.3860,HAY
1985,HAYB01,1.7017,1.5070,2.5645,HAY
1986,HAYB01,1.2950,1.4590,1.8900,HAY
1987,HAYB01,1.0920,1.4530,1.5870,HAY
1988,HAYB01,1.3905,1.4390,2.0009,HAY
1989,HAYB01,1.6890,1.4280,2.4119,HAY
1990,HAYB01,1.2450,1.3790,1.7160,HAY
1991,HAYB01,1.2700,1.4210,1.8040,HAY
1992,HAYB01,1.0410,1.4620,1.5230,HAY
1993,HAYB01,1.0920,1.4850,1.6220,HAY
1994,HAYB01,1.0160,1.4910,1.5150,HAY
1995,HAYB01,1.3460,1.4670,1.9750,HAY
1996,HAYB01,1.7020,1.4640,2.4920,HAY
1997,HAYB01,1.1180,1.4520,1.6230,HAY
1998,HAYB01,1.1430,1.5040,1.7190,HAY
1999,HAYB01,1.1180,1.4600,1.6310,HAY
2000,HAYB01,1.5240,1.4390,2.1940,HAY
2001,HAYB01,1.1940,1.4350,1.7130,HAY
2002,HAYB01,1.1180,1.4320,1.6000,HAY
2003,HAYB01,1.0160,1.4250,1.4480,HAY
1990,HAYB02,1.1680,1.2970,1.5150,HAY
1991,HAYB02,2.0570,1.3130,2.7010,HAY
1992,HAYB02,2.6920,1.3250,3.5670,HAY
1993,HAYB02,1.9560,1.2560,2.4570,HAY
1994,HAYB02,1.4480,1.3140,1.9020,HAY
1995,HAYB02,1.7270,1.3040,2.2520,HAY
1996,HAYB02,1.7530,1.1910,2.0870,HAY
1997,HAYB02,1.2700,1.2000,1.5240,HAY
1998,HAYB02,1.7530,1.2610,2.2090,HAY
1999,HAYB02,2.1080,1.2950,2.7300,HAY
2000,HAYB02,1.1180,1.2060,1.3480,HAY
2001,HAYB02,1.6260,1.1350,1.8450,HAY
2002,HAYB02,1.6510,1.0960,1.8100,HAY
2003,HAYB02,0.9140,1.0730,0.9810,HAY
1988,HAYB03,1.3970,1.1460,1.6000,HAY
1989,HAYB03,0.8380,1.1100,0.9300,HAY
1990,HAYB03,1.5240,1.0800,1.6460,HAY
1991,HAYB03,1.5430,1.0560,1.6294,HAY
1992,HAYB03,1.5620,1.1550,1.8041,HAY
1993,HAYB03,1.8800,1.1850,2.2270,HAY
1994,HAYB03,1.2950,1.1810,1.5300,HAY
1995,HAYB03,1.7270,1.1330,1.9560,HAY
1996,HAYB03,1.9300,1.1440,2.2070,HAY
1997,HAYB03,1.0920,1.1650,1.2730,HAY
1998,HAYB03,2.3370,1.1420,2.6700,HAY
1999,HAYB03,1.7780,1.1120,1.9770,HAY
2000,HAYB03,1.7020,1.1060,1.8820,HAY
2001,HAYB03,2.0070,1.1270,2.2620,HAY
2002,HAYB03,1.8800,1.0940,2.0570,HAY
2003,HAYB03,1.1180,1.0610,1.1860,HAY
1988,HAYB04,1.8920,1.3590,2.5712,HAY
1989,HAYB04,1.5490,1.3140,2.0370,HAY
1990,HAYB04,1.5240,1.3220,2.0140,HAY
1991,HAYB04,1.3720,1.3300,1.8240,HAY
1992,HAYB04,1.6260,1.3250,2.1540,HAY
1993,HAYB04,1.3720,1.3150,1.8040,HAY
1994,HAYB04,1.2950,1.3410,1.7370,HAY
1995,HAYB04,1.5240,1.3260,2.0210,HAY
1996,HAYB04,1.3210,1.3500,1.7830,HAY
1997,HAYB04,1.5490,1.3810,2.1400,HAY
1998,HAYB04,1.0920,1.3250,1.4470,HAY
1999,HAYB04,1.4220,1.3230,1.8820,HAY
2000,HAYB04,1.7530,1.3040,2.2860,HAY
2001,HAYB04,1.1940,1.3030,1.5560,HAY
2002,HAYB04,1.3460,1.2970,1.7460,HAY
2003,HAYB04,1.4990,1.2850,1.9260,HAY
1989,HAYB05,1.0160,1.2830,1.3030,HAY
1990,HAYB05,1.5240,1.3430,2.0470,HAY
1991,HAYB05,1.1180,1.2500,1.3970,HAY
1992,HAYB05,1.4480,1.2880,1.8640,HAY
1993,HAYB05,1.6000,1.3190,2.1110,HAY
1994,HAYB05,1.4990,1.2950,1.9410,HAY
1995,HAYB05,1.6510,1.2470,2.0590,HAY
1996,HAYB05,1.6130,1.2670,2.0437,HAY
1997,HAYB05,1.5750,1.2900,2.0318,HAY
1998,HAYB05,1.4220,1.2810,1.8220,HAY
1999,HAYB05,1.4220,1.3070,1.8590,HAY
2000,HAYB05,0.9567,1.2710,1.2160,HAY
2001,HAYB05,0.8640,1.3160,1.1370,HAY
2002,HAYB05,1.3720,1.3050,1.7900,HAY
2003,HAYB05,1.1940,1.2960,1.5470,HAY
2004,HAYB05,1.4480,1.3200,1.9120,HAY
1993,HAYB06,1.1180,1.2120,1.3540,HAY
1994,HAYB06,1.9810,1.2000,2.3770,HAY
1995,HAYB06,1.4990,1.2130,1.8180,HAY
1996,HAYB06,1.7270,1.2020,2.0760,HAY
1997,HAYB06,2.0070,1.1790,2.3650,HAY
1998,HAYB06,1.5490,1.1770,1.8230,HAY
1999,HAYB06,1.7020,1.1290,1.9220,HAY
2000,HAYB06,2.0070,1.1510,2.3090,HAY
2001,HAYB06,1.7020,1.1430,1.9460,HAY
2002,HAYB06,1.4990,1.1230,1.6820,HAY
2003,HAYB06,1.9300,1.0680,2.0610,HAY
1996,HAYB07,1.2700,1.3570,1.7234,HAY
1997,HAYB07,1.7530,1.3250,2.3220,HAY
1998,HAYB07,1.2450,1.2970,1.6140,HAY
1999,HAYB07,1.4990,1.3090,1.9610,HAY
2000,HAYB07,1.5490,1.3580,2.1050,HAY
2001,HAYB07,1.8030,1.3450,2.4260,HAY
2002,HAYB07,1.2450,1.2940,1.6100,HAY
2003,HAYB07,1.6000,1.2260,1.9610,HAY
1991,HAYB08,1.9300,1.2460,2.4040,HAY
1992,HAYB08,0.7110,1.2420,0.8830,HAY
1993,HAYB08,1.4990,1.2560,1.8820,HAY
1994,HAYB08,0.7620,1.2470,0.9500,HAY
1995,HAYB08,0.7870,1.1780,0.9280,HAY
1996,HAYB08,1.2190,1.1520,1.4050,HAY
1997,HAYB08,2.2350,1.1120,2.4850,HAY
1998,HAYB08,1.8290,1.1410,2.0860,HAY
1999,HAYB08,1.4220,1.1340,1.6130,HAY
2000,HAYB08,2.0320,1.1410,2.3200,HAY
2001,HAYB08,1.0160,1.1710,1.1900,HAY
2002,HAYB08,1.2450,1.1600,1.4440,HAY
2003,HAYB08,2.0830,1.2160,2.5330,HAY
1992,HIGB01,1.8800,1.3010,2.4460,HIG
1993,HIGB01,1.4730,1.3500,1.9880,HIG
1994,HIGB01,1.3720,1.3100,1.7960,HIG
1995,HIGB01,1.1430,1.3080,1.4950,HIG
1996,HIGB01,1.4990,1.3420,2.0110,HIG
1997,HIGB01,1.3210,1.3500,1.7830,HIG
1998,HIGB01,1.5490,1.3090,2.0280,HIG
1999,HIGB01,1.5490,1.2940,2.0050,HIG
2000,HIGB01,1.5750,1.2530,1.9730,HIG
2001,HIGB01,1.8540,1.2440,2.3070,HIG
2002,HIGB01,1.4990,1.2080,1.8110,HIG
1994,HIGB02,1.6760,1.4760,2.4740,HIG
1995,HIGB02,1.4220,1.4500,2.0620,HIG
1996,HIGB02,1.8290,1.4010,2.5630,HIG
1997,HIGB02,2.0320,1.3340,2.7120,HIG
1998,HIGB02,1.0920,1.4060,1.5350,HIG
1999,HIGB02,0.8130,1.3920,1.1310,HIG
2000,HIGB02,1.3460,1.4120,1.9000,HIG
2001,HIGB02,1.8290,1.3800,2.5230,HIG
2002,HIGB02,1.6000,1.3950,2.2330,HIG
2003,HIGB02,1.1180,1.4160,1.5820,HIG
1993,HIGB04,2.2100,1.0630,2.3490,HIG
1994,HIGB04,1.9300,1.1790,2.2770,HIG
1995,HIGB04,1.4480,1.2120,1.7550,HIG
1996,HIGB04,1.1180,1.2170,1.3600,HIG
1997,HIGB04,1.3210,1.3170,1.7400,HIG
1998,HIGB04,1.6260,1.3150,2.1370,HIG
1999,HIGB04,0.7110,1.3400,0.9530,HIG
2000,HIGB04,0.8640,1.3390,1.1560,HIG
2001,HIGB04,1.8630,1.2690,2.3641,HIG
2002,HIGB04,1.8800,1.2630,2.3730,HIG
2003,HIGB04,1.1680,1.2090,1.4120,HIG
1989,HIGB06,1.2450,1.4670,1.8260,HIG
1990,HIGB06,1.4990,1.4520,2.1770,HIG
1991,HIGB06,1.0670,1.4730,1.5710,HIG
1992,HIGB06,1.2023,1.5210,1.8287,HIG
1993,HIGB06,0.9400,1.5320,1.4400,HIG
1994,HIGB06,0.8890,1.4910,1.3250,HIG
1995,HIGB06,1.1180,1.4270,1.5950,HIG
1996,HIGB06,1.1940,1.3980,1.6690,HIG
1997,HIGB06,1.4730,1.4170,2.0880,HIG
1998,HIGB06,1.0160,1.4120,1.4350,HIG
1999,HIGB06,1.0670,1.4120,1.5060,HIG
2000,HIGB06,1.0920,1.4050,1.5350,HIG
2001,HIGB06,0.9400,1.4380,1.3510,HIG
2002,HIGB06,1.2190,1.4640,1.7850,HIG
2003,HIGB06,0.9400,1.4730,1.3840,HIG
1991,HIGB08,2.0830,1.2410,2.5850,HIG
1992,HIGB08,1.8800,1.2280,2.3080,HIG
1993,HIGB08,0.9400,1.1560,1.0870,HIG
1994,HIGB08,1.8290,1.1630,2.1260,HIG
1995,HIGB08,1.9050,1.1030,2.1020,HIG
1996,HIGB08,2.0070,1.0350,2.0760,HIG
1997,HIGB08,1.6760,1.0800,1.8110,HIG
1998,HIGB08,1.0670,1.1160,1.1900,HIG
1999,HIGB08,1.1430,1.1960,1.3670,HIG
2000,HIGB08,1.6000,1.1480,1.8370,HIG
2001,HIGB08,1.6760,1.0550,1.7690,HIG
2002,HIGB08,2.0320,1.0050,2.0420,HIG
2003,HIGB08,1.2190,0.9900,1.2070,HIG
1987,HIGB09,1.1430,1.5280,1.7460,HIG
1988,HIGB09,2.3370,1.4480,3.3830,HIG
1989,HIGB09,1.9050,1.4010,2.6680,HIG
1990,HIGB09,1.3210,1.3200,1.7440,HIG
1991,HIGB09,0.6860,1.3240,0.9080,HIG
1992,HIGB09,1.5490,1.3920,2.1560,HIG
1993,HIGB09,2.0070,1.4570,2.9230,HIG
1994,HIGB09,1.8610,1.3340,2.4826,HIG
1995,HIGB09,1.7145,1.3510,2.3163,HIG
1996,HIGB09,1.6760,1.3580,2.2760,HIG
1997,HIGB09,1.0160,1.3290,1.3500,HIG
1998,HIGB09,0.8890,1.2990,1.1550,HIG
1999,HIGB09,1.9050,1.3370,2.5470,HIG
2000,HIGB09,1.4730,1.2880,1.8970,HIG
2001,HIGB09,1.8030,1.3060,2.3540,HIG
2002,HIGB09,1.5490,1.3750,2.1300,HIG
2003,HIGB09,0.8640,1.3680,1.1810,HIG
1987,HIGB10,1.6640,1.4660,2.4394,HIG
1988,HIGB10,1.7780,1.4180,2.5210,HIG
1989,HIGB10,1.3720,1.3480,1.8480,HIG
1990,HIGB10,1.2190,1.4240,1.7370,HIG
1991,HIGB10,1.4220,1.4320,2.0370,HIG
1992,HIGB10,1.1343,1.4620,1.6583,HIG
1993,HIGB10,1.4220,1.5190,2.1610,HIG
1994,HIGB10,1.2950,1.4830,1.9220,HIG
1995,HIGB10,1.1180,1.4510,1.6220,HIG
1996,HIGB10,1.4730,1.3860,2.0420,HIG
1997,HIGB10,1.1940,1.3920,1.6620,HIG
1998,HIGB10,0.8890,1.4370,1.2780,HIG
1999,HIGB10,1.1180,1.4270,1.5950,HIG
2000,HIGB10,1.3970,1.3980,1.9540,HIG
2001,HIGB10,1.1430,1.4930,1.7060,HIG
2002,HIGB10,0.9140,1.6280,1.4890,HIG
1667,HKO01B,1.4730,0.9840,1.4490,HKO
1668,HKO01B,1.8030,1.0100,1.8210,HKO
1669,HKO01B,0.8130,0.9720,0.7900,HKO
1670,HKO01B,2.1340,0.9500,2.0260,HKO
1671,HKO01B,0.6350,0.8410,0.5340,HKO
1672,HKO01B,0.8640,0.9840,0.8500,HKO
1673,HKO01B,1.5490,0.9890,1.5320,HKO
1674,HKO01B,1.2700,1.0690,1.3580,HKO
1675,HKO01B,0.9910,1.0700,1.0600,HKO
1676,HKO01B,0.7870,1.0430,0.8210,HKO
1677,HKO01B,1.8290,1.0600,1.9390,HKO
1678,HKO01B,1.9560,0.9530,1.8640,HKO
1679,HKO01B,2.0070,1.1200,2.2470,HKO
1680,HKO01B,1.4730,1.2160,1.7920,HKO
1681,HKO01B,1.6763,1.2650,2.1205,HKO
1682,HKO01B,1.8795,1.2780,2.4020,HKO
1683,HKO01B,1.5873,1.2550,1.9921,HKO
1684,HKO01B,1.2950,1.2380,1.6030,HKO
1685,HKO01B,2.0830,1.2750,2.6550,HKO
1686,HKO01B,0.8640,1.1540,0.9960,HKO
1687,HKO01B,1.0160,1.1240,1.1420,HKO
1688,HKO01B,0.7370,1.1910,0.8770,HKO
1689,HKO01B,1.3460,1.2150,1.6360,HKO
1690,HKO01B,1.0920,1.1450,1.2510,HKO
1691,HKO01B,0.9140,1.0810,0.9880,HKO
1692,HKO01B,0.7620,1.0790,0.8220,HKO
1693,HKO01B,2.3620,1.2100,2.8590,HKO
1694,HKO01B,1.9050,1.1030,2.1010,HKO
1695,HKO01B,1.8583,1.0930,2.0311,HKO
1696,HKO01B,1.8117,1.2650,2.2918,HKO
1697,HKO01B,1.6299,1.3160,2.1449,HKO
1698,HKO01B,1.4480,1.3080,1.8940,HKO
1699,HKO01B,1.7020,1.2780,2.1750,HKO
1700,HKO01B,0.7870,1.2470,0.9820,HKO
1701,HKO01B,0.8130,1.2220,0.9930,HKO
1702,HKO01B,1.0160,1.2610,1.2820,HKO
1703,HKO01B,1.4730,1.2480,1.8390,HKO
1704,HKO01B,0.6350,1.1600,0.7360,HKO
1705,HKO01B,1.1430,1.2750,1.4580,HKO
1706,HKO01B,1.6510,1.3290,2.1942,HKO
1707,HKO01B,1.1940,1.2290,1.4670,HKO
1708,HKO01B,1.9643,1.2290,2.4141,HKO
1709,HKO01B,2.0570,1.1700,2.4070,HKO
1710,HKO01B,1.0160,1.0730,1.0900,HKO
1711,HKO01B,2.0070,1.2490,2.5070,HKO
1712,HKO01B,1.5240,1.3500,2.0570,HKO
1713,HKO01B,1.8120,1.3230,2.3973,HKO
1714,HKO01B,1.3970,1.2800,1.7880,HKO
1715,HKO01B,1.8800,1.2460,2.3420,HKO
1716,HKO01B,2.0320,1.2290,2.4980,HKO
1717,HKO01B,0.7370,1.2530,0.9230,HKO
1718,HKO01B,1.3970,1.3010,1.8170,HKO
1719,HKO01B,1.6760,1.3050,2.1880,HKO
1720,HKO01B,0.8380,1.2510,1.0490,HKO
1721,HKO01B,1.1940,1.2210,1.4580,HKO
1722,HKO01B,1.2190,1.2500,1.5240,HKO
1723,HKO01B,2.0830,1.3790,2.8730,HKO
1724,HKO01B,0.7870,1.3470,1.0610,HKO
1725,HKO01B,1.3970,1.2880,1.7990,HKO
1726,HKO01B,0.7620,1.2470,0.9500,HKO
1727,HKO01B,1.0920,1.2770,1.3950,HKO
1728,HKO01B,1.2700,1.3180,1.6740,HKO
1729,HKO01B,1.2510,1.2830,1.6050,HKO
1730,HKO01B,1.2320,1.2350,1.5215,HKO
1731,HKO01B,1.1940,1.2700,1.5170,HKO
1732,HKO01B,0.7870,1.2260,0.9650,HKO
1733,HKO01B,1.4730,1.2330,1.8160,HKO
1734,HKO01B,1.0920,1.1810,1.2900,HKO
1735,HKO01B,1.3715,1.2080,1.6568,HKO
1736,HKO01B,1.6510,1.3220,2.1830,HKO
1737,HKO01B,0.8890,1.3370,1.1880,HKO
1738,HKO01B,1.0160,1.3150,1.3360,HKO
1739,HKO01B,1.1940,1.3700,1.6350,HKO
1740,HKO01B,1.4480,1.3480,1.9520,HKO
1741,HKO01B,1.1180,1.2660,1.4150,HKO
1742,HKO01B,1.2190,1.2610,1.5380,HKO
1743,HKO01B,1.2450,1.3260,1.6510,HKO
1744,HKO01B,1.3460,1.3400,1.8030,HKO
1745,HKO01B,1.7020,1.3470,2.2930,HKO
1746,HKO01B,1.7780,1.4050,2.4980,HKO
1747,HKO01B,0.7620,1.4140,1.0780,HKO
1748,HKO01B,1.2950,1.3970,1.8090,HKO
1749,HKO01B,1.5875,1.4080,2.2352,HKO
1750,HKO01B,1.4668,1.3580,1.9919,HKO
1751,HKO01B,1.3460,1.3560,1.8250,HKO
1752,HKO01B,0.8380,1.3460,1.1280,HKO
1753,HKO01B,0.8380,1.3010,1.0910,HKO
1754,HKO01B,2.1340,1.3310,2.8410,HKO
1755,HKO01B,1.4393,1.3230,1.9042,HKO
1756,HKO01B,2.0405,1.3350,2.7241,HKO
1757,HKO01B,1.9470,1.3130,2.5564,HKO
1758,HKO01B,1.5490,1.2050,1.8670,HKO
1759,HKO01B,1.4220,1.1430,1.6260,HKO
1760,HKO01B,1.7780,1.1120,1.9780,HKO
1761,HKO01B,2.1590,1.0740,2.3190,HKO
1762,HKO01B,1.5240,1.1390,1.7360,HKO
1763,HKO01B,1.1940,1.2020,1.4350,HKO
1764,HKO01B,1.0670,1.2440,1.3270,HKO
1765,HKO01B,1.1430,1.2450,1.4230,HKO
1766,HKO01B,1.9560,1.2570,2.4580,HKO
1767,HKO01B,1.0160,1.2830,1.3040,HKO
1768,HKO01B,0.9140,1.2590,1.1510,HKO
1769,HKO01B,1.2950,1.2580,1.6300,HKO
1770,HKO01B,1.2190,1.2360,1.5070,HKO
1771,HKO01B,0.5590,1.1560,0.6460,HKO
1772,HKO01B,0.6100,1.1860,0.7230,HKO
1773,HKO01B,1.7780,1.2220,2.1720,HKO
1774,HKO01B,1.2190,1.2960,1.5800,HKO
1775,HKO01B,1.3720,1.3030,1.7870,HKO
1776,HKO01B,0.8130,1.2700,1.0320,HKO
1777,HKO01B,1.1430,1.2330,1.4100,HKO
1778,HKO01B,1.3460,1.2520,1.6860,HKO
1779,HKO01B,1.2450,1.2690,1.5800,HKO
1780,HKO01B,1.1680,1.2470,1.4570,HKO
1781,HKO01B,1.1180,1.2530,1.4000,HKO
1782,HKO01B,1.1430,1.2550,1.4340,HKO
1783,HKO01B,2.0570,1.2850,2.6430,HKO
1784,HKO01B,1.2190,1.3010,1.5860,HKO
1785,HKO01B,1.0920,1.2660,1.3820,HKO
1786,HKO01B,2.0320,1.2900,2.6210,HKO
1787,HKO01B,1.0670,1.3230,1.4110,HKO
1788,HKO01B,0.9140,1.3240,1.2110,HKO
1789,HKO01B,1.1680,1.2230,1.4290,HKO
1790,HKO01B,1.2190,1.1110,1.3550,HKO
1791,HKO01B,0.6350,1.0800,0.6860,HKO
1792,HKO01B,1.6260,1.1520,1.8730,HKO
1793,HKO01B,0.7110,1.1900,0.8460,HKO
1794,HKO01B,1.5240,1.2660,1.9290,HKO
1795,HKO01B,1.8540,1.2220,2.2670,HKO
1796,HKO01B,2.0570,1.2280,2.5260,HKO
1797,HKO01B,1.1680,1.2780,1.4940,HKO
1798,HKO01B,0.9910,1.2760,1.2640,HKO
1799,HKO01B,2.0570,1.2620,2.5970,HKO
1800,HKO01B,1.5490,1.2760,1.9780,HKO
1801,HKO01B,1.6510,1.2270,2.0260,HKO
1802,HKO01B,0.9910,1.2210,1.2100,HKO
1803,HKO01B,1.3720,1.2110,1.6620,HKO
1804,HKO01B,1.0410,1.2220,1.2720,HKO
1805,HKO01B,1.8800,1.2770,2.4010,HKO
1806,HKO01B,1.9223,1.2560,2.4144,HKO
1807,HKO01B,1.2450,1.2440,1.5480,HKO
1808,HKO01B,1.2450,1.2040,1.4990,HKO
1809,HKO01B,1.2190,1.1850,1.4440,HKO
1810,HKO01B,1.1430,1.2230,1.3980,HKO
1811,HKO01B,0.5590,1.2610,0.7040,HKO
1812,HKO01B,0.9400,1.3510,1.2690,HKO
1813,HKO01B,0.5330,1.3130,0.7000,HKO
1814,HKO01B,0.6860,1.2430,0.8530,HKO
1815,HKO01B,0.9650,1.2500,1.2070,HKO
1816,HKO01B,1.0920,1.2880,1.4070,HKO
1817,HKO01B,1.3460,1.2370,1.6660,HKO
1818,HKO01B,1.7780,1.1780,2.0940,HKO
1819,HKO01B,1.8290,1.2110,2.2140,HKO
1820,HKO01B,1.1430,1.3290,1.5190,HKO
1821,HKO01B,0.9400,1.3140,1.2340,HKO
1822,HKO01B,1.5490,1.2640,1.9590,HKO
1823,HKO01B,1.7270,1.1950,2.0630,HKO
1824,HKO01B,1.8800,1.1090,2.0850,HKO
1825,HKO01B,0.9140,1.0070,0.9210,HKO
1826,HKO01B,2.0320,1.0370,2.1070,HKO
1827,HKO01B,1.2700,1.1340,1.4400,HKO
1828,HKO01B,1.9897,1.2280,2.4434,HKO
1829,HKO01B,1.8290,1.3150,2.4050,HKO
1830,HKO01B,2.1080,1.2680,2.6740,HKO
1831,HKO01B,1.6255,1.2980,2.1099,HKO
1832,HKO01B,1.1430,1.2380,1.4150,HKO
1833,HKO01B,1.3720,1.2430,1.7040,HKO
1834,HKO01B,1.0920,1.2470,1.3620,HKO
1835,HKO01B,0.9140,1.3500,1.2340,HKO
1836,HKO01B,0.8890,1.3960,1.2410,HKO
1837,HKO01B,0.9140,1.2750,1.1660,HKO
1838,HKO01B,0.7110,1.2130,0.8620,HKO
1839,HKO01B,1.3460,1.3140,1.7690,HKO
1840,HKO01B,1.2450,1.3860,1.7250,HKO
1841,HKO01B,0.6860,1.3860,0.9510,HKO
1842,HKO01B,1.3460,1.3650,1.8380,HKO
1843,HKO01B,1.5490,1.3430,2.0810,HKO
1844,HKO01B,1.2450,1.3110,1.6310,HKO
1845,HKO01B,1.6260,1.2440,2.0220,HKO
1846,HKO01B,1.4730,1.2310,1.8140,HKO
1847,HKO01B,1.4480,1.2560,1.8180,HKO
1848,HKO01B,0.7620,1.1610,0.8840,HKO
1849,HKO01B,1.6000,1.1600,1.8560,HKO
1850,HKO01B,1.6000,1.1590,1.8540,HKO
1851,HKO01B,1.6260,1.1060,1.7980,HKO
1852,HKO01B,1.7020,1.1800,2.0070,HKO
1853,HKO01B,1.2190,1.2460,1.5190,HKO
1854,HKO01B,1.4095,1.2545,1.7705,HKO
1855,HKO01B,1.6000,1.2630,2.0220,HKO
1856,HKO01B,1.7270,1.2620,2.1790,HKO
1857,HKO01B,1.6760,1.1940,2.0020,HKO
1858,HKO01B,1.5240,1.1820,1.8010,HKO
1859,HKO01B,1.5240,1.1830,1.8030,HKO
1860,HKO01B,1.2950,1.2590,1.6310,HKO
1861,HKO01B,1.2450,1.2130,1.5100,HKO
1862,HKO01B,1.1940,1.2030,1.4360,HKO
1863,HKO01B,1.2950,1.3220,1.7130,HKO
1864,HKO01B,1.0410,1.3130,1.3670,HKO
1865,HKO01B,1.4735,1.3540,1.9951,HKO
1866,HKO01B,1.5623,1.3030,2.0357,HKO
1867,HKO01B,1.6510,1.3440,2.2190,HKO
1868,HKO01B,1.6760,1.3170,2.2080,HKO
1869,HKO01B,1.1680,1.1900,1.3900,HKO
1870,HKO01B,1.3970,1.1050,1.5440,HKO
1871,HKO01B,1.1180,1.0390,1.1610,HKO
1872,HKO01B,1.3210,1.0520,1.3900,HKO
1873,HKO01B,1.2950,1.0740,1.3920,HKO
1874,HKO01B,1.4985,1.0980,1.6454,HKO
1875,HKO01B,1.7020,1.2610,2.1460,HKO
1876,HKO01B,0.9140,1.3140,1.2020,HKO
1877,HKO01B,1.7020,1.3070,2.2240,HKO
1878,HKO01B,0.9400,1.2720,1.1960,HKO
1879,HKO01B,1.0160,1.2870,1.3080,HKO
